,v2a1,rooms,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,pisomoscer,pisocemento,cielorazo,sanitario2,sanitario3,energcocinar2,energcocinar3,epared2,epared3,etecho2,etecho3,eviv2,eviv3,male,female,estadocivil3,estadocivil7,parentesco1,parentesco3,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel3,bedrooms,overcrowding,tipovivi1,television,qmobilephone,lugar1,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
1866,,7,0,,0,2,2,0,1,1,0,3,3,3,3,14,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,2,0,3,0.5,14.0,0.0,14.0,0,3,1.0,1,1,3,1,1,0,54,196,2916,9,196,1,1.0,0.25,196.0,2916
1867,,7,0,,0,2,2,0,1,1,0,3,3,3,3,14,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,2,0,3,0.5,14.0,0.0,14.0,0,3,1.0,1,1,3,1,1,0,54,196,2916,9,196,1,1.0,0.25,196.0,2916
1868,,7,0,,0,2,2,0,1,1,0,3,3,3,3,7,1.0,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,2,0,3,0.5,14.0,0.0,14.0,0,3,1.0,1,1,3,1,1,0,15,49,225,9,196,1,1.0,0.25,196.0,225
1869,,7,0,,0,0,0,0,1,1,0,1,1,1,1,15,,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0.0,0.0,15.0,15.0,0,4,0.25,1,0,1,1,1,0,63,225,3969,1,0,0,0.0625,0.0,225.0,3969
1870,250000.0,6,0,,0,0,0,0,2,2,0,2,2,2,2,11,,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,2,0.0,0.0,11.0,14.0,0,3,0.66666669,0,0,2,1,1,0,61,121,3721,4,0,0,0.44444448,0.0,196.0,3721
1871,250000.0,6,0,,0,0,0,0,2,2,0,2,2,2,2,17,,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0.0,0.0,11.0,14.0,0,3,0.66666669,0,0,2,1,1,0,40,289,1600,4,0,0,0.44444448,0.0,196.0,1600
1872,342324.0,7,1,3.0,0,2,2,0,2,2,0,4,4,4,4,6,,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,1,4,0.3333333466666663,0.0,14.0,12.0,1,4,1.0,0,1,4,1,1,0,81,36,6561,16,0,0,1.0,0.11111112,144.0,6561
1873,342324.0,7,1,3.0,0,2,2,0,2,2,0,4,4,4,4,14,,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,4,1,4,0.3333333466666663,0.0,14.0,12.0,0,4,1.0,0,1,4,1,1,0,28,196,784,16,0,0,1.0,0.11111112,144.0,784
1874,342324.0,7,1,3.0,0,2,2,0,2,2,0,4,4,4,4,14,,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,4,1,4,0.3333333466666663,0.0,14.0,12.0,0,4,1.0,0,1,4,1,1,0,25,196,625,16,0,0,1.0,0.11111112,144.0,625
1875,342324.0,7,1,3.0,0,2,2,0,2,2,0,4,4,4,4,14,,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,4,1,4,0.3333333466666663,0.0,14.0,12.0,0,4,1.0,0,1,4,1,1,0,57,196,3249,16,0,0,1.0,0.11111112,144.0,3249
1876,,7,0,,0,1,1,0,2,2,0,3,3,3,3,13,,3,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,2,1,3,2.0,0.0,11.0,18.0,0,4,0.75,1,1,3,1,1,0,39,169,1521,9,0,1,0.5625,4.0,324.0,1521
1877,,7,0,,0,1,1,0,2,2,0,3,3,3,3,11,,3,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,2,1,3,2.0,0.0,11.0,18.0,0,4,0.75,1,1,3,1,1,0,73,121,5329,9,0,1,0.5625,4.0,324.0,5329
1878,,7,0,,0,1,1,0,2,2,0,3,3,3,3,12,,3,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,2,1,3,2.0,0.0,11.0,18.0,0,4,0.75,1,1,3,1,1,0,19,144,361,9,0,1,0.5625,4.0,324.0,361
1879,,5,0,,0,1,1,0,3,3,0,4,4,4,4,14,,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,3,0,4,0.3333333466666663,0.0,12.0,13.333332999999998,0,3,1.3333334,1,0,4,1,1,0,22,196,484,16,0,1,1.7777778999999998,0.11111112,177.77777,484
1880,,5,0,,0,1,1,0,3,3,0,4,4,4,4,14,,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,3,0,4,0.3333333466666663,0.0,12.0,13.333332999999998,0,3,1.3333334,1,0,4,1,1,0,24,196,576,16,0,1,1.7777778999999998,0.11111112,177.77777,576
1881,,5,0,,0,1,1,0,3,3,0,4,4,4,4,12,,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,3,0,4,0.3333333466666663,0.0,12.0,13.333332999999998,0,3,1.3333334,1,0,4,1,1,0,56,144,3136,16,0,1,1.7777778999999998,0.11111112,177.77777,3136
1882,,5,0,,0,1,1,0,3,3,0,4,4,4,4,10,0.0,4,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,3,0,4,0.3333333466666663,0.0,12.0,13.333332999999998,0,3,1.3333334,1,0,4,1,1,0,17,100,289,16,0,1,1.7777778999999998,0.11111112,177.77777,289
1883,,6,1,3.0,0,0,0,0,3,3,0,3,3,3,3,14,,3,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,3,0,3,0.0,0.0,14.0,14.333332999999998,0,3,1.0,1,1,3,1,1,0,45,196,2025,9,0,0,1.0,0.0,205.44444,2025
1884,,6,1,3.0,0,0,0,0,3,3,0,3,3,3,3,15,,3,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0.0,0.0,14.0,14.333332999999998,0,3,1.0,1,1,3,1,1,0,24,225,576,9,0,0,1.0,0.0,205.44444,576
1885,,6,1,3.0,0,0,0,0,3,3,0,3,3,3,3,14,,3,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0.0,0.0,14.0,14.333332999999998,0,3,1.0,1,1,3,1,1,0,21,196,441,9,0,0,1.0,0.0,205.44444,441
1886,,5,1,1.0,0,0,0,0,1,1,0,1,1,1,1,15,,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0.0,0.0,15.0,15.0,0,2,0.5,1,1,1,1,1,0,49,225,2401,1,0,0,0.25,0.0,225.0,2401
1887,,4,0,,2,1,3,0,1,1,2,2,4,4,4,11,,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,4,1.0,3.0,0.0,7.0,0,2,2.0,1,1,3,1,1,0,32,121,1024,16,9,4,4.0,1.0,49.0,1024
1888,,4,0,,2,1,3,0,1,1,2,2,4,4,4,3,,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,4,1.0,3.0,0.0,7.0,0,2,2.0,1,1,3,1,1,0,34,9,1156,16,9,4,4.0,1.0,49.0,1156
1889,,4,0,,2,1,3,0,1,1,2,2,4,4,4,0,,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,4,1.0,3.0,0.0,7.0,0,2,2.0,1,1,3,1,1,0,2,0,4,16,9,4,4.0,1.0,49.0,4
1890,,4,0,,2,1,3,0,1,1,2,2,4,4,4,3,0.0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,4,1.0,3.0,0.0,7.0,0,2,2.0,1,1,3,1,1,0,10,9,100,16,9,4,4.0,1.0,49.0,100
1891,,3,0,,2,1,3,0,2,2,2,3,5,5,5,6,,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,3,2,0,5,1.5,6.0,0.0,5.0,1,1,5.0,0,0,3,1,1,0,38,36,1444,25,36,9,25.0,2.25,25.0,1444
1892,,3,0,,2,1,3,0,2,2,2,3,5,5,5,0,0.0,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,3,2,0,5,1.5,6.0,0.0,5.0,0,1,5.0,0,0,3,1,1,0,7,0,49,25,36,9,25.0,2.25,25.0,49
1893,,3,0,,2,1,3,0,2,2,2,3,5,5,5,4,,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,3,2,0,5,1.5,6.0,0.0,5.0,0,1,5.0,0,0,3,1,1,0,34,16,1156,25,36,9,25.0,2.25,25.0,1156
1894,,3,0,,2,1,3,0,2,2,2,3,5,5,5,2,1.0,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,3,2,0,5,1.5,6.0,0.0,5.0,0,1,5.0,0,0,3,1,1,0,10,4,100,25,36,9,25.0,2.25,25.0,100
1895,,3,0,,2,1,3,0,2,2,2,3,5,5,5,5,2.0,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,3,2,0,5,1.5,6.0,0.0,5.0,0,1,5.0,0,0,3,1,1,0,14,25,196,25,36,9,25.0,2.25,25.0,196
1896,,5,0,,0,2,2,1,1,2,1,3,4,4,7,7,0.0,4,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,2,2,1,4,3.0,9.0,0.0,7.5,0,3,2.3333333,1,0,3,1,1,0,14,49,196,16,81,4,5.4444442,9.0,56.25,196
1897,,5,0,,0,2,2,1,1,2,1,3,4,4,7,0,,4,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,1,4,3.0,9.0,0.0,7.5,0,3,2.3333333,1,0,3,1,1,0,0,0,0,16,81,4,5.4444442,9.0,56.25,0
1898,,5,0,,0,2,2,1,1,2,1,3,4,4,7,6,,4,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2,2,1,4,3.0,9.0,0.0,7.5,1,3,2.3333333,1,0,3,1,1,0,39,36,1521,16,81,4,5.4444442,9.0,56.25,1521
1899,,5,0,,0,2,2,1,1,2,1,3,4,4,7,9,,4,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2,1,4,3.0,9.0,0.0,7.5,0,3,2.3333333,1,0,3,1,1,0,75,81,5625,16,81,4,5.4444442,9.0,56.25,5625
1900,,6,1,1.0,2,2,4,0,2,2,2,4,6,6,6,9,,6,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,2,4,1,6,1.0,0.0,9.0,8.0,0,4,1.5,0,1,2,1,1,0,60,81,3600,36,0,4,2.25,1.0,64.0,3600
1901,,6,1,1.0,2,2,4,0,2,2,2,4,6,6,6,12,,6,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,4,1,6,1.0,0.0,9.0,8.0,0,4,1.5,0,1,2,1,1,0,29,144,841,36,0,4,2.25,1.0,64.0,841
1902,,6,1,1.0,2,2,4,0,2,2,2,4,6,6,6,0,,6,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2,4,1,6,1.0,0.0,9.0,8.0,0,4,1.5,0,1,2,1,1,0,1,0,1,36,0,4,2.25,1.0,64.0,1
1903,,6,1,1.0,2,2,4,0,2,2,2,4,6,6,6,0,,6,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2,4,1,6,1.0,0.0,9.0,8.0,0,4,1.5,0,1,2,1,1,0,4,0,16,36,0,4,2.25,1.0,64.0,16
1904,,6,1,1.0,2,2,4,0,2,2,2,4,6,6,6,11,,6,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,2,4,1,6,1.0,0.0,9.0,8.0,0,4,1.5,0,1,2,1,1,0,40,121,1600,36,0,4,2.25,1.0,64.0,1600
1905,,6,1,1.0,2,2,4,0,2,2,2,4,6,6,6,0,,6,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,2,4,1,6,1.0,0.0,9.0,8.0,0,4,1.5,0,1,2,1,1,0,79,0,6241,36,0,4,2.25,1.0,64.0,6241
1906,,5,0,,0,1,1,0,0,0,0,1,1,1,1,13,,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.0,13.0,0.0,13.0,0,3,0.33333334,1,0,1,1,1,0,59,169,3481,1,169,0,0.11111112,0.0,169.0,3481
1907,170000.0,2,0,,0,0,0,0,2,2,0,2,2,2,2,6,0.0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,2,1.0,0.0,16.0,16.0,1,1,2.0,0,0,2,1,1,0,13,36,169,4,0,1,4.0,1.0,256.0,169
1908,170000.0,2,0,,0,0,0,0,2,2,0,2,2,2,2,16,,2,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,2,1.0,0.0,16.0,16.0,0,1,2.0,0,0,2,1,1,0,30,256,900,4,0,1,4.0,1.0,256.0,900
1909,150000.0,5,0,,0,1,1,0,1,1,0,2,2,2,2,3,,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,2,1.0,0.0,3.0,4.5,0,3,0.66666669,0,0,1,1,1,0,79,9,6241,4,0,0,0.44444448,1.0,20.25,6241
1910,150000.0,5,0,,0,1,1,0,1,1,0,2,2,2,2,6,,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2,1.0,0.0,3.0,4.5,1,3,0.66666669,0,0,1,1,1,0,50,36,2500,4,0,0,0.44444448,1.0,20.25,2500
1911,380000.0,4,1,2.0,0,1,1,0,1,1,0,2,2,2,2,17,,2,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,2,0,2,0.0,17.0,0.0,17.0,0,2,1.0,0,0,2,1,1,0,40,289,1600,4,289,0,1.0,0.0,289.0,1600
1912,380000.0,4,1,2.0,0,1,1,0,1,1,0,2,2,2,2,17,,2,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,2,0,2,0.0,17.0,0.0,17.0,0,2,1.0,0,0,2,1,1,0,41,289,1681,4,289,0,1.0,0.0,289.0,1681
1913,30000.0,4,1,1.0,1,0,1,1,1,2,2,1,3,3,3,0,,3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,1,0,3,2.0,0.0,13.0,13.0,0,2,1.5,0,0,2,1,1,0,5,0,25,9,0,4,2.25,4.0,169.0,25
1914,30000.0,4,1,1.0,1,0,1,1,1,2,2,1,3,3,3,4,0.0,3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,2,1,0,3,2.0,0.0,13.0,13.0,0,2,1.5,0,0,2,1,1,0,10,16,100,9,0,4,2.25,4.0,169.0,100
1915,30000.0,4,1,1.0,1,0,1,1,1,2,2,1,3,3,3,13,,3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2,1,0,3,2.0,0.0,13.0,13.0,0,2,1.5,0,0,2,1,1,0,29,169,841,9,0,4,2.25,4.0,169.0,841
1916,,5,0,,0,1,1,1,2,3,1,3,4,4,4,1,0.0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,4,1.0,6.0,0.0,6.666666499999999,0,2,2.0,1,1,2,1,1,0,7,1,49,16,36,1,4.0,1.0,44.444443,49
1917,,5,0,,0,1,1,1,2,3,1,3,4,4,4,6,,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,1,4,1.0,6.0,0.0,6.666666499999999,1,2,2.0,1,1,2,1,1,0,53,36,2809,16,36,1,4.0,1.0,44.444443,2809
1918,,5,0,,0,1,1,1,2,3,1,3,4,4,4,9,,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,4,1.0,6.0,0.0,6.666666499999999,0,2,2.0,1,1,2,1,1,0,29,81,841,16,36,1,4.0,1.0,44.444443,841
1919,,5,0,,0,1,1,1,2,3,1,3,4,4,4,5,,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,4,1.0,6.0,0.0,6.666666499999999,0,2,2.0,1,1,2,1,1,0,65,25,4225,16,36,1,4.0,1.0,44.444443,4225
1920,,7,1,2.0,0,2,2,2,1,3,2,3,5,5,5,6,,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,2,3,0,5,0.6666666933333327,6.0,0.0,11.666667,1,4,1.25,1,0,3,1,1,0,62,36,3844,25,36,4,1.5625,0.44444448,136.11111,3844
1921,,7,1,2.0,0,2,2,2,1,3,2,3,5,5,5,17,,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,2,3,0,5,0.6666666933333327,6.0,0.0,11.666667,0,4,1.25,1,0,3,1,1,0,33,289,1089,25,36,4,1.5625,0.44444448,136.11111,1089
1922,,7,1,2.0,0,2,2,2,1,3,2,3,5,5,5,2,0.0,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,3,0,5,0.6666666933333327,6.0,0.0,11.666667,0,4,1.25,1,0,3,1,1,0,9,4,81,25,36,4,1.5625,0.44444448,136.11111,81
1923,,7,1,2.0,0,2,2,2,1,3,2,3,5,5,5,12,,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,3,0,5,0.6666666933333327,6.0,0.0,11.666667,0,4,1.25,1,0,3,1,1,0,31,144,961,25,36,4,1.5625,0.44444448,136.11111,961
1924,,7,1,2.0,0,2,2,2,1,3,2,3,5,5,5,4,0.0,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,2,3,0,5,0.6666666933333327,6.0,0.0,11.666667,0,4,1.25,1,0,3,1,1,0,11,16,121,25,36,4,1.5625,0.44444448,136.11111,121
1925,150000.0,4,0,,0,1,1,0,2,2,0,3,3,3,3,14,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,3,0,3,0.0,14.0,0.0,12.0,0,2,1.5,0,0,3,1,1,0,41,196,1681,9,196,0,2.25,0.0,144.0,1681
1926,150000.0,4,0,,0,1,1,0,2,2,0,3,3,3,3,11,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,3,0,3,0.0,14.0,0.0,12.0,0,2,1.5,0,0,3,1,1,0,22,121,484,9,196,0,2.25,0.0,144.0,484
1927,150000.0,4,0,,0,1,1,0,2,2,0,3,3,3,3,11,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,3,0,3,0.0,14.0,0.0,12.0,0,2,1.5,0,0,3,1,1,0,43,121,1849,9,196,0,2.25,0.0,144.0,1849
1928,,4,0,,0,0,0,0,1,1,0,1,1,1,1,6,,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,8.0,0.0,6.0,6.0,1,2,0.5,1,0,0,1,1,0,73,36,5329,1,0,0,0.25,64.0,36.0,5329
1929,,3,1,2.0,1,1,2,0,1,1,1,2,3,3,3,15,,3,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,3,0.5,0.0,15.0,13.0,0,2,1.5,0,1,3,1,1,0,37,225,1369,9,0,1,2.25,0.25,169.0,1369
1930,,3,1,2.0,1,1,2,0,1,1,1,2,3,3,3,11,,3,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,3,0.5,0.0,15.0,13.0,0,2,1.5,0,1,3,1,1,0,33,121,1089,9,0,1,2.25,0.25,169.0,1089
1931,,3,1,2.0,1,1,2,0,1,1,1,2,3,3,3,5,0.0,3,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,2,0,3,0.5,0.0,15.0,13.0,0,2,1.5,0,1,3,1,1,0,11,25,121,9,0,1,2.25,0.25,169.0,121
1932,60000.0,3,0,,1,2,3,0,1,1,1,3,4,4,4,6,,4,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,2,2,0,4,1.0,6.0,0.0,4.5,1,1,4.0,0,0,3,1,1,0,34,36,1156,16,36,4,16.0,1.0,20.25,1156
1933,60000.0,3,0,,1,2,3,0,1,1,1,3,4,4,4,3,,4,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,2,2,0,4,1.0,6.0,0.0,4.5,0,1,4.0,0,0,3,1,1,0,33,9,1089,16,36,4,16.0,1.0,20.25,1089
1934,60000.0,3,0,,1,2,3,0,1,1,1,3,4,4,4,7,0.0,4,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,2,2,0,4,1.0,6.0,0.0,4.5,0,1,4.0,0,0,3,1,1,0,13,49,169,16,36,4,16.0,1.0,20.25,169
1935,60000.0,3,0,,1,2,3,0,1,1,1,3,4,4,4,2,0.0,4,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,2,2,0,4,1.0,6.0,0.0,4.5,0,1,4.0,0,0,3,1,1,0,9,4,81,16,36,4,16.0,1.0,20.25,81
1936,,4,1,1.0,0,1,1,0,1,1,0,2,2,2,2,10,,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,2,0,2,0.0,0.0,10.0,10.0,0,2,1.0,1,0,1,1,1,0,60,100,3600,4,0,0,1.0,0.0,100.0,3600
1937,,4,1,1.0,0,1,1,0,1,1,0,2,2,2,2,10,,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,2,0,2,0.0,0.0,10.0,10.0,0,2,1.0,1,0,1,1,1,0,59,100,3481,4,0,0,1.0,0.0,100.0,3481
1938,300000.0,7,0,,0,1,1,0,2,2,0,3,3,3,3,12,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,3,0,3,0.0,0.0,12.0,10.666667,0,4,0.75,0,1,3,1,1,0,45,144,2025,9,0,0,0.5625,0.0,113.77779,2025
1939,300000.0,7,0,,0,1,1,0,2,2,0,3,3,3,3,10,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,3,0.0,0.0,12.0,10.666667,0,4,0.75,0,1,3,1,1,0,20,100,400,9,0,0,0.5625,0.0,113.77779,400
1940,300000.0,7,0,,0,1,1,0,2,2,0,3,3,3,3,10,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,3,0,3,0.0,0.0,12.0,10.666667,0,4,0.75,0,1,3,1,1,0,23,100,529,9,0,0,0.5625,0.0,113.77779,529
1941,200000.0,5,1,1.0,0,2,2,1,2,3,1,4,5,5,5,11,,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,2,3,0,5,0.6666666933333327,9.0,0.0,10.0,0,3,1.6666666,0,0,5,1,1,0,21,121,441,25,81,4,2.7777777,0.44444448,100.0,441
1942,200000.0,5,1,1.0,0,2,2,1,2,3,1,4,5,5,5,9,,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,2,3,0,5,0.6666666933333327,9.0,0.0,10.0,0,3,1.6666666,0,0,5,1,1,0,44,81,1936,25,81,4,2.7777777,0.44444448,100.0,1936
1943,200000.0,5,1,1.0,0,2,2,1,2,3,1,4,5,5,5,6,0.0,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,2,3,0,5,0.6666666933333327,9.0,0.0,10.0,1,3,1.6666666,0,0,5,1,1,0,12,36,144,25,81,4,2.7777777,0.44444448,100.0,144
1944,200000.0,5,1,1.0,0,2,2,1,2,3,1,4,5,5,5,10,,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,2,3,0,5,0.6666666933333327,9.0,0.0,10.0,0,3,1.6666666,0,0,5,1,1,0,38,100,1444,25,81,4,2.7777777,0.44444448,100.0,1444
1945,200000.0,5,1,1.0,0,2,2,1,2,3,1,4,5,5,5,4,0.0,5,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,2,3,0,5,0.6666666933333327,9.0,0.0,10.0,0,3,1.6666666,0,0,5,1,1,0,10,16,100,25,81,4,2.7777777,0.44444448,100.0,100
1946,,6,0,,0,1,1,0,1,1,0,2,2,2,2,9,,2,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,2,1,2,1.0,0.0,8.0,8.5,0,3,0.66666669,1,1,2,1,1,0,45,81,2025,4,0,0,0.44444448,1.0,72.25,2025
1947,,6,0,,0,1,1,0,1,1,0,2,2,2,2,8,,2,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,2,1,2,1.0,0.0,8.0,8.5,0,3,0.66666669,1,1,2,1,1,0,70,64,4900,4,0,0,0.44444448,1.0,72.25,4900
1948,,6,0,,0,2,2,0,1,1,0,3,3,3,3,11,,3,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,3,0.5,0.0,4.0,9.333333,0,3,1.0,1,1,3,1,1,0,69,121,4761,9,0,0,1.0,0.25,87.11110699999999,4761
1949,,6,0,,0,2,2,0,1,1,0,3,3,3,3,4,,3,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,3,1,3,0.5,0.0,4.0,9.333333,0,3,1.0,1,1,3,1,1,0,64,16,4096,9,0,0,1.0,0.25,87.11110699999999,4096
1950,,6,0,,0,2,2,0,1,1,0,3,3,3,3,13,,3,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,3,1,3,0.5,0.0,4.0,9.333333,0,3,1.0,1,1,3,1,1,0,27,169,729,9,0,0,1.0,0.25,87.11110699999999,729
1951,,7,0,,0,0,0,0,2,2,0,2,2,2,2,12,,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,0,2,0.0,0.0,13.0,12.5,0,4,0.5,1,0,2,1,1,0,20,144,400,4,0,0,0.25,0.0,156.25,400
1952,,7,0,,0,0,0,0,2,2,0,2,2,2,2,13,,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,0,2,0.0,0.0,13.0,12.5,0,4,0.5,1,0,2,1,1,0,24,169,576,4,0,0,0.25,0.0,156.25,576
1953,,8,1,1.0,0,1,1,1,1,2,1,2,3,3,3,17,,3,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,2,0,3,0.5,17.0,0.0,17.0,0,3,1.0,1,1,2,1,1,0,60,289,3600,9,289,1,1.0,0.25,289.0,3600
